,Date,S&P,S&P Earnings,S&P SPS,S&P Margins,Actual Earnings Growth
3730,2014-04-22,1879.55,112.6,1112.61,0.10120347651018777,5.747558226897054
3731,2014-04-23,1875.39,112.53,1111.29,0.10126069702777853,5.681818181818188
3732,2014-04-24,1878.61,112.54,1111.29,0.10126969557901179,5.691209616829451
3733,2014-04-25,1863.4,112.54,1111.28,0.10127060686775612,5.691209616829451
3734,2014-04-28,1869.43,112.54,1111.28,0.10127060686775612,5.691209616829451
3735,2014-04-29,1878.33,112.55,1111.29,0.10127869413024503,5.700601051840715
3736,2014-04-30,1883.95,112.55,1111.29,0.10127869413024503,5.700601051840715
3737,2014-05-01,1883.68,112.54,1111.28,0.10127060686775612,5.691209616829451
3738,2014-05-02,1881.14,112.54,1111.29,0.10126969557901179,5.691209616829451
3739,2014-05-05,1884.66,112.54,1111.29,0.10126969557901179,5.691209616829451
3740,2014-05-06,1867.72,112.54,1111.29,0.10126969557901179,4.426092604620968
3741,2014-05-07,1878.21,112.54,1111.29,0.10126969557901179,4.426092604620968
3742,2014-05-08,1875.63,112.54,1111.29,0.10126969557901179,4.435783221974754
3743,2014-05-09,1878.48,112.55,1111.3,0.10127778277692792,4.445063103192282
3744,2014-05-12,1896.65,112.55,1111.29,0.10127869413024503,4.503249767873707
3745,2014-05-13,1897.45,112.55,1111.3,0.10127778277692792,4.503249767873707
3746,2014-05-14,1888.53,114.8,1119.6,0.10253662022150768,6.424399740428277
3747,2014-05-15,1870.85,114.82,1119.49,0.10256456064815228,6.512059369202228
3748,2014-05-16,1877.86,114.81,1119.49,0.10255562800918275,6.502782931354356
3749,2014-05-19,1885.08,114.79,1119.52,0.10253501500643133,6.484230055658635
3750,2014-05-20,1872.83,114.82,1119.49,0.10256456064815228,6.4923019847894725
3751,2014-05-21,1888.03,114.83,1119.49,0.10257349328712181,6.491699897987568
3752,2014-05-22,1892.49,114.91,1119.43,0.102650456035661,6.565890753964565
3753,2014-05-23,1900.53,114.91,1119.44,0.10264953905524189,6.565890753964565
3754,2014-05-26,,114.91,1119.44,0.10264953905524189,6.565890753964565
3755,2014-05-27,1911.91,114.91,1119.46,0.10264770514355134,6.556008902077148
3756,2014-05-28,1909.78,114.91,1119.14,0.1026770555962614,6.556008902077148
3757,2014-05-29,1920.03,114.91,1119.14,0.1026770555962614,6.556008902077148
3758,2014-05-30,1923.57,114.91,1119.14,0.1026770555962614,6.556008902077148
3759,2014-06-02,1924.97,114.91,1119.14,0.1026770555962614,6.556008902077148
3760,2014-06-03,1924.24,114.91,1119.13,0.1026779730683656,6.556008902077148
3761,2014-06-04,1927.88,114.93,1119.12,0.10269676174136823,6.574554896142426
3762,2014-06-05,1940.46,114.93,1119.13,0.10269584409317951,6.574554896142426
3763,2014-06-06,1949.44,114.93,1119.12,0.10269676174136823,6.574554896142426
3764,2014-06-09,1951.27,114.93,1119.18,0.10269125609821476,6.574554896142426
3765,2014-06-10,1950.79,114.93,1118.99,0.10270869266034549,6.574554896142426
3766,2014-06-11,1943.89,114.93,1118.99,0.10270869266034549,6.564673157162737
3767,2014-06-12,1930.11,114.93,1119.05,0.1027031857379027,6.564673157162737
3768,2014-06-13,1936.16,114.93,1119.05,0.1027031857379027,6.564673157162737
3769,2014-06-16,1937.78,114.93,1119.02,0.10270593912530608,6.564673157162737
3770,2014-06-17,1941.99,114.93,1119.01,0.10270685695391463,6.564673157162737
3771,2014-06-18,1956.98,114.93,1119.01,0.10270685695391463,6.564673157162737
3772,2014-06-19,1959.48,114.93,1119.08,0.10270043249812347,6.554793250509938
3773,2014-06-20,1962.87,114.92,1119.08,0.10269149658648176,6.545521972927881
3774,2014-06-23,1962.61,114.92,1119.08,0.10269149658648176,6.545521972927881
3775,2014-06-24,1949.98,114.92,1119.09,0.1026905789525418,6.545521972927881
3776,2014-06-25,1959.53,114.93,1119.07,0.1027013502283146,6.564673157162737
3777,2014-06-26,1957.22,114.93,1119.05,0.1027031857379027,6.574554896142426
3778,2014-06-27,1960.96,114.93,1119.05,0.1027031857379027,6.574554896142426
3779,2014-06-30,1960.23,114.93,1119.05,0.1027031857379027,6.515291936978684
3780,2014-07-01,1973.32,114.99,1120.13,0.10265772722808958,6.570898980537532
3781,2014-07-02,1974.62,114.99,1120.09,0.10266139328089707,6.570898980537532
3782,2014-07-03,1985.44,114.99,1120.09,0.10266139328089707,6.570898980537532
3783,2014-07-04,,114.99,1120.09,0.10266139328089707,6.570898980537532
3784,2014-07-07,1977.65,114.99,1120.03,0.10266689285108434,6.570898980537532
3785,2014-07-08,1963.71,114.99,1120.02,0.10266780950340172,6.570898980537532
3786,2014-07-09,1972.83,114.99,1120.01,0.10266872617208775,6.570898980537532
3787,2014-07-10,1964.68,114.99,1120.01,0.10266872617208775,6.570898980537532
3788,2014-07-11,1967.57,114.99,1120.29,0.10264306563479099,6.570898980537532
3789,2014-07-14,1977.1,115.0,1120.29,0.10265199189495577,6.580166821130673
3790,2014-07-15,1973.28,114.99,1120.31,0.1026412332300881,6.570898980537532
3791,2014-07-16,1981.57,114.99,1120.31,0.1026412332300881,6.570898980537532
3792,2014-07-17,1958.12,114.99,1120.35,0.10263756861695006,6.570898980537532
3793,2014-07-18,1978.22,114.99,1120.36,0.10263665250455212,6.570898980537532
3794,2014-07-21,1973.63,114.99,1120.43,0.10263024017564684,6.570898980537532
3795,2014-07-22,1983.53,114.99,1120.43,0.10263024017564684,6.570898980537532
3796,2014-07-23,1987.01,114.99,1120.42,0.10263115617357775,6.570898980537532
3797,2014-07-24,1987.98,114.98,1120.48,0.10261673568470656,6.5616311399443905
3798,2014-07-25,1978.34,114.98,1120.48,0.10261673568470656,6.5616311399443905
3799,2014-07-28,1978.91,114.98,1120.49,0.10261581986452356,6.5616311399443905
3800,2014-07-29,1969.95,114.98,1120.51,0.10261398827319704,6.5616311399443905
3801,2014-07-30,1970.07,114.98,1120.49,0.10261581986452356,6.5616311399443905
3802,2014-07-31,1930.67,114.98,1120.51,0.10261398827319704,6.5616311399443905
3803,2014-08-01,1925.15,114.98,1120.42,0.10262223094910837,6.5616311399443905
3804,2014-08-04,1938.99,114.98,1120.37,0.10262681078572258,6.5616311399443905
3805,2014-08-05,1920.21,114.98,1120.79,0.10258835285825177,5.3123282652500325
3806,2014-08-06,1920.24,114.98,1120.78,0.10258926818822606,5.283398956139562
3807,2014-08-07,1909.57,114.98,1120.79,0.10258835285825177,5.273759384728072
3808,2014-08-08,1931.59,114.98,1120.79,0.10258835285825177,5.254485536433551
3809,2014-08-11,1936.92,114.99,1120.72,0.10260368334642016,5.340784170025659
3810,2014-08-12,1933.75,114.99,1120.97,0.10258080055666075,5.340784170025659
3811,2014-08-13,1946.72,114.99,1120.96,0.10258171567228089,5.321487451914253
3812,2014-08-14,1955.18,117.93,1136.45,0.10377051344097848,8.004396006960345
3813,2014-08-15,1955.06,117.93,1136.4,0.10377507919746567,8.004396006960345
3814,2014-08-18,1971.74,117.93,1136.39,0.1037759923969764,8.004396006960345
3815,2014-08-19,1981.6,117.95,1136.45,0.10378811210348013,8.052400146573845
3816,2014-08-20,1986.51,118.02,1136.52,0.10384331116038432,8.096721011174202
3817,2014-08-21,1992.37,118.07,1136.54,0.10388547697397364,8.142516944495327
3818,2014-08-22,1988.4,118.07,1136.54,0.10388547697397364,8.142516944495327
3819,2014-08-25,1997.92,118.07,1136.57,0.10388273489534301,8.142516944495327
3820,2014-08-26,2000.02,118.07,1136.56,0.10388364890546914,8.16233052400146
3821,2014-08-27,2000.12,118.07,1136.54,0.10388547697397364,8.16233052400146
3822,2014-08-28,1996.74,118.08,1136.55,0.10389336148871585,8.16158285243198
3823,2014-08-29,2003.37,118.09,1136.55,0.1039021600457525,8.170742878080063
3824,2014-09-01,,118.09,1136.55,0.1039021600457525,8.170742878080063
3825,2014-09-02,2002.28,118.09,1136.49,0.10390764546982376,8.18065225357274
3826,2014-09-03,2000.72,118.09,1136.52,0.1039049026853905,8.18065225357274
3827,2014-09-04,1997.65,118.08,1136.57,0.10389153329755317,8.1714913887871
3828,2014-09-05,2007.71,118.08,1136.56,0.10389244738509186,8.1714913887871
3829,2014-09-08,2001.54,118.08,1136.57,0.10389153329755317,8.1714913887871
3830,2014-09-09,1988.44,118.08,1136.56,0.10389244738509186,8.1714913887871
3831,2014-09-10,1995.69,118.08,1136.55,0.10389336148871585,8.1714913887871
3832,2014-09-11,1997.45,118.08,1136.6,0.10388879113144467,8.1714913887871
3833,2014-09-12,1985.54,118.08,1136.61,0.10388787710824295,8.1714913887871
3834,2014-09-15,1984.13,118.08,1136.61,0.10388787710824295,8.1714913887871
3835,2014-09-16,1998.98,118.08,1136.61,0.10388787710824295,8.1714913887871
3836,2014-09-17,2001.57,118.08,1136.61,0.10388787710824295,8.1714913887871
3837,2014-09-18,2011.36,118.08,1136.62,0.1038869631011244,8.1714913887871
3838,2014-09-19,2010.4,118.08,1136.62,0.1038869631011244,8.1714913887871
3839,2014-09-22,1994.29,118.08,1136.59,0.10388970517073,8.1714913887871
3840,2014-09-23,1982.77,118.08,1136.67,0.10388239330676449,8.1714913887871
3841,2014-09-24,1998.3,118.08,1136.67,0.10388239330676449,8.1714913887871
3842,2014-09-25,1965.99,118.08,1136.67,0.10388239330676449,8.1714913887871
3843,2014-09-26,1982.85,118.08,1136.67,0.10388239330676449,8.1714913887871
3844,2014-09-29,1977.8,118.08,1136.68,0.10388147939613611,8.1714913887871
3845,2014-09-30,1972.29,118.08,1136.68,0.10388147939613611,8.141771224471107
3846,2014-10-01,1946.16,118.09,1136.88,0.1038720005629442,8.150929572305166
3847,2014-10-02,1946.17,118.09,1136.78,0.10388113795105473,8.150929572305166
3848,2014-10-03,1967.9,118.09,1136.78,0.10388113795105473,8.150929572305166
3849,2014-10-06,1964.82,118.09,1136.79,0.10388022413990272,8.150929572305166
3850,2014-10-07,1935.1,118.09,1136.78,0.10388113795105473,8.150929572305166
3851,2014-10-08,1968.89,118.09,1136.75,0.10388387948097647,8.160835317823768
3852,2014-10-09,1928.21,118.09,1136.83,0.10387656905605941,8.160835317823768
3853,2014-10-10,1906.13,118.09,1136.82,0.10387748280290636,8.160835317823768
3854,2014-10-13,1874.74,118.09,1136.8,0.1038793103448276,8.160835317823768
3855,2014-10-14,1877.7,118.09,1136.73,0.10388570724798325,8.160835317823768
3856,2014-10-15,1862.49,118.09,1136.74,0.10388479335644035,8.160835317823768
3857,2014-10-16,1862.76,118.09,1136.41,0.10391496026962099,8.160835317823768
3858,2014-10-17,1886.76,118.09,1136.41,0.10391496026962099,8.160835317823768
3859,2014-10-20,1904.01,118.09,1136.31,0.10392410521776628,8.160835317823768
3860,2014-10-21,1941.28,118.09,1136.3,0.10392501980110887,8.170742878080063
3861,2014-10-22,1927.11,118.1,1136.3,0.10393382029393645,8.17990290372812
3862,2014-10-23,1950.82,118.1,1136.3,0.10393382029393645,8.18981311835838
3863,2014-10-24,1964.58,118.09,1136.3,0.10392501980110887,8.18065225357274
3864,2014-10-27,1961.63,118.09,1136.29,0.10392593440054916,8.18065225357274
3865,2014-10-28,1985.05,118.09,1136.29,0.10392593440054916,8.18065225357274
3866,2014-10-29,1982.3,118.09,1136.44,0.10391221709901094,8.18065225357274
3867,2014-10-30,1994.65,118.09,1136.48,0.10390855976348022,8.170742878080063
3868,2014-10-31,2018.05,118.09,1136.1,0.103943314849045,8.170742878080063
3869,2014-11-03,2017.81,118.09,1136.08,0.10394514470811915,8.170742878080063
3870,2014-11-04,2012.1,118.09,1135.95,0.10395704036269202,8.170742878080063
3871,2014-11-05,2023.57,118.09,1135.86,0.10396527741094855,8.170742878080063
3872,2014-11-06,2031.21,118.09,1135.9,0.1039616163394665,8.160835317823768
3873,2014-11-07,2031.92,118.1,1135.89,0.10397133525253324,8.169994504487988
3874,2014-11-10,2038.26,118.1,1135.82,0.10397774295222835,8.169994504487988
3875,2014-11-11,2039.68,118.1,1135.82,0.10397774295222835,8.169994504487988
3876,2014-11-12,2038.25,118.1,1135.81,0.10397865840237364,8.169994504487988
3877,2014-11-13,2039.33,120.34,1145.39,0.1050646504683994,7.619388302629226
3878,2014-11-14,2039.82,120.34,1145.39,0.1050646504683994,7.619388302629226
3879,2014-11-17,2041.32,120.34,1145.49,0.1050554784415403,7.619388302629226
3880,2014-11-18,2051.8,120.35,1145.49,0.10506420833005962,7.618706965930433
3881,2014-11-19,2048.72,120.39,1145.32,0.1051147277616736,7.712266261071843
3882,2014-11-20,2052.75,120.4,1145.34,0.10512162327343846,7.721213205690258
3883,2014-11-21,2063.5,120.4,1145.1,0.10514365557593225,7.68267596816028
3884,2014-11-24,2069.41,120.4,1145.1,0.10514365557593225,7.6730459667322615
3885,2014-11-25,2067.03,120.41,1144.95,0.10516616446133019,7.681988910749427
3886,2014-11-26,2072.83,120.42,1145.01,0.10516938716692431,7.690931854766592
3887,2014-11-27,,120.42,1145.01,0.10516938716692431,7.690931854766592
3888,2014-11-28,2067.56,120.42,1144.71,0.10519694944571113,7.690931854766592
3889,2014-12-01,2053.44,120.42,1144.39,0.10522636513775897,7.690931854766592
3890,2014-12-02,2066.55,120.42,1144.4,0.10522544564837469,7.690931854766592
3891,2014-12-03,2074.33,120.43,1143.34,0.10533174733675024,7.699874798783779
3892,2014-12-04,2071.92,120.43,1143.33,0.10533266860836331,7.7384147432456585
3893,2014-12-05,2075.37,120.43,1143.05,0.10535847075805958,7.7384147432456585
3894,2014-12-08,2060.31,120.43,1143.05,0.10535847075805958,7.7384147432456585
3895,2014-12-09,2059.82,120.43,1143.14,0.10535017583148171,7.748054039545504
3896,2014-12-10,2026.14,120.43,1143.16,0.10534833269183666,7.748054039545504
3897,2014-12-11,2035.33,120.42,1143.16,0.10533958500997236,7.739107094927089
3898,2014-12-12,2002.33,120.42,1143.16,0.10533958500997236,7.739107094927089
3899,2014-12-15,1989.63,120.42,1143.14,0.10534142799657084,7.739107094927089
3900,2014-12-16,1972.74,120.42,1143.65,0.10529445197394308,7.739107094927089
3901,2014-12-17,2012.89,120.42,1143.64,0.10529537266972123,7.739107094927089
3902,2014-12-18,2061.23,120.42,1143.63,0.10529629338160068,7.739107094927089
3903,2014-12-19,2070.65,120.42,1143.62,0.10529721410958187,7.739107094927089
3904,2014-12-22,2078.54,120.42,1143.62,0.10529721410958187,7.739107094927089
3905,2014-12-23,2082.17,120.42,1143.6,0.105299055613851,7.739107094927089
3906,2014-12-24,2081.88,120.42,1143.6,0.105299055613851,7.739107094927089
3907,2014-12-25,,120.42,1143.6,0.105299055613851,7.739107094927089
3908,2014-12-26,2088.77,120.42,1143.6,0.105299055613851,7.739107094927089
3909,2014-12-29,2090.57,120.42,1143.6,0.105299055613851,7.739107094927089
3910,2014-12-30,2080.35,120.42,1143.59,0.10529997639013983,7.739107094927089
3911,2014-12-31,2058.9,120.42,1143.59,0.10529997639013983,7.729468599033806
3912,2015-01-01,,120.42,1143.58,0.10530089718253206,7.729468599033806
3913,2015-01-02,2058.2,120.42,1143.58,0.10530089718253206,7.729468599033806
3914,2015-01-05,2020.58,120.42,1143.57,0.1053018179910281,7.729468599033806
3915,2015-01-06,2002.61,120.42,1143.63,0.10529629338160068,7.729468599033806
3916,2015-01-07,2025.9,120.42,1143.42,0.10531563205121477,7.729468599033806
3917,2015-01-08,2062.14,120.42,1143.42,0.10531563205121477,7.729468599033806
3918,2015-01-09,2044.81,120.42,1143.38,0.10531931641274116,7.729468599033806
3919,2015-01-12,2028.26,120.42,1143.32,0.10532484343840745,7.729468599033806
3920,2015-01-13,2023.03,120.41,1143.17,0.10532991593551265,7.720522454821976
3921,2015-01-14,2011.27,120.41,1143.2,0.10532715185444366,7.720522454821976
3922,2015-01-15,1992.67,120.21,1142.35,0.10523044601041713,7.512744834987917
3923,2015-01-16,2019.42,120.21,1142.32,0.10523320960851601,7.512744834987917
3924,2015-01-19,,120.21,1142.32,0.10523320960851601,7.512744834987917
3925,2015-01-20,2022.55,120.52,1142.22,0.10551382395685593,7.751452838623152
3926,2015-01-21,2032.12,120.5,1142.0,0.10551663747810858,7.762475406903957
3927,2015-01-22,2063.15,120.5,1141.84,0.10553142296644014,7.762475406903957
3928,2015-01-23,2051.82,120.5,1141.9,0.1055258779227603,7.762475406903957
3929,2015-01-26,2057.09,120.5,1141.9,0.1055258779227603,7.743204577968532
3930,2015-01-27,2029.55,120.54,1142.13,0.1055396496020593,7.750067042102438
3931,2015-01-28,2002.16,120.57,1142.11,0.10556776492632058,7.7479892761394
3932,2015-01-29,2021.25,120.61,1142.18,0.10559631581712164,7.909099042676937
3933,2015-01-30,1994.99,120.56,1142.73,0.10550173706824885,7.825775869779084
3934,2015-02-02,2020.85,120.36,1143.6,0.10524658971668416,7.6469009927555565
3935,2015-02-03,2050.03,120.33,1143.57,0.10522311708072091,7.677852348993297
3936,2015-02-04,2041.51,120.33,1143.62,0.10521851664014271,7.639323731997494
3937,2015-02-05,2062.52,120.38,1143.82,0.10524383207147978,7.7033193164534275
3938,2015-02-06,2055.47,120.39,1143.89,0.1052461338065723,7.712266261071843
3939,2015-02-09,2046.74,120.4,1143.89,0.10525487590590003,7.721213205690258
3940,2015-02-10,2068.59,120.39,1143.88,0.10524705388677133,7.721904080171793
3941,2015-02-11,2068.53,120.43,1143.95,0.1052755802264085,7.873522035112868
3942,2015-02-12,2088.48,120.38,1144.92,0.10514271739510184,7.809421457997501
3943,2015-02-13,2096.99,120.42,1144.99,0.10517122420283147,7.854903716972683
3944,2015-02-16,,120.42,1144.99,0.10517122420283147,7.854903716972683
3945,2015-02-17,2100.34,120.41,1145.21,0.10514228831393369,7.845947156291966
3946,2015-02-18,2099.68,120.31,1145.28,0.10504854708019,7.756381549484992
3947,2015-02-19,2097.45,121.27,1151.25,0.10533767643865363,7.814722617354186
3948,2015-02-20,2110.3,121.17,1151.78,0.10520238239941655,7.71624144368388
3949,2015-02-23,2109.66,121.15,1151.79,0.1051841047413157,7.631485429992901
3950,2015-02-24,2115.48,121.23,1151.97,0.10523711554988412,7.692991027804941
3951,2015-02-25,2113.86,121.28,1147.6,0.1056814220982921,7.699138620015988
3952,2015-02-26,2110.74,121.3,1147.83,0.10567767003824609,7.7264653641207826
3953,2015-02-27,2104.5,121.25,1147.87,0.1056304285328478,7.729897823189691
3954,2015-03-02,2117.39,121.54,1148.59,0.10581669699370534,7.949196198596686
3955,2015-03-03,2107.78,121.55,1148.46,0.10583738223359977,7.958077982058787
3956,2015-03-04,2098.53,121.54,1148.42,0.10583236098291565,7.949196198596686
3957,2015-03-05,2101.04,121.55,1148.42,0.10584106859859632,7.9676674364896005
3958,2015-03-06,2071.26,121.55,1148.42,0.10584106859859632,7.9676674364896005
3959,2015-03-09,2079.43,121.55,1148.42,0.10584106859859632,7.9676674364896005
3960,2015-03-10,2044.16,121.55,1148.42,0.10584106859859632,7.9676674364896005
3961,2015-03-11,2040.24,121.51,1148.42,0.10580623813587363,7.9321371469177615
3962,2015-03-12,2065.95,121.51,1148.41,0.10580715946395451,7.9321371469177615
3963,2015-03-13,2053.4,121.51,1148.41,0.10580715946395451,7.9321371469177615
3964,2015-03-16,2081.19,121.51,1148.41,0.10580715946395451,7.9321371469177615
3965,2015-03-17,2074.28,121.51,1148.41,0.10580715946395451,7.9321371469177615
3966,2015-03-18,2099.5,121.51,1148.42,0.10580623813587363,7.9321371469177615
3967,2015-03-19,2089.27,121.51,1148.41,0.10580715946395451,7.9321371469177615
3968,2015-03-20,2108.1,121.51,1148.41,0.10580715946395451,7.9321371469177615
3969,2015-03-23,2104.42,121.51,1148.41,0.10580715946395451,7.9321371469177615
3970,2015-03-24,2091.5,121.51,1148.4,0.10580808080808081,7.9321371469177615
3971,2015-03-25,2061.05,121.52,1148.4,0.10581678857540926,7.941019719310716
3972,2015-03-26,2056.15,121.52,1148.38,0.10581863146345286,7.950608510260282
3973,2015-03-27,2061.02,121.52,1148.38,0.10581863146345286,7.950608510260282
3974,2015-03-30,2086.24,121.52,1148.38,0.10581863146345286,7.950608510260282
3975,2015-03-31,2067.89,121.52,1148.39,0.10581771001140726,7.9218472468916445
3976,2015-04-01,2059.69,121.54,1148.76,0.10580103764058638,7.939609236234468
3977,2015-04-02,2066.96,121.54,1148.75,0.1058019586507073,7.939609236234468
3978,2015-04-03,,121.54,1148.75,0.1058019586507073,7.939609236234468
3979,2015-04-06,2080.62,121.54,1148.76,0.10580103764058638,7.939609236234468
3980,2015-04-07,2076.33,121.54,1148.76,0.10580103764058638,7.939609236234468
3981,2015-04-08,2081.9,121.54,1148.75,0.1058019586507073,7.939609236234468
3982,2015-04-09,2091.18,121.54,1148.75,0.1058019586507073,7.939609236234468
3983,2015-04-10,2102.06,121.54,1148.75,0.1058019586507073,7.939609236234468
3984,2015-04-13,2092.43,121.54,1148.75,0.1058019586507073,7.939609236234468
3985,2015-04-14,2095.84,121.54,1148.77,0.10580011664650017,7.939609236234468
3986,2015-04-15,2106.63,121.54,1148.76,0.10580103764058638,7.939609236234468
3987,2015-04-16,2104.99,121.54,1148.76,0.10580103764058638,7.939609236234468
3988,2015-04-17,2081.18,121.54,1148.76,0.10580103764058638,7.939609236234468
3989,2015-04-20,2100.4,121.54,1148.76,0.10580103764058638,7.939609236234468
3990,2015-04-21,2097.29,121.54,1148.77,0.10580011664650017,7.939609236234468
3991,2015-04-22,2107.96,121.54,1148.77,0.10580011664650017,8.006753754554353
3992,2015-04-23,2112.93,121.54,1148.77,0.10580011664650017,7.997156566554109
3993,2015-04-24,2117.69,121.54,1148.77,0.10580011664650017,7.997156566554109
3994,2015-04-27,2108.92,121.54,1148.77,0.10580011664650017,7.997156566554109
3995,2015-04-28,2114.76,121.54,1148.77,0.10580011664650017,7.987561083962702
3996,2015-04-29,2106.85,121.54,1148.76,0.10580103764058638,7.987561083962702
3997,2015-04-30,2085.51,121.54,1148.76,0.10580103764058638,7.997156566554109
3998,2015-05-01,2108.29,121.54,1148.75,0.1058019586507073,7.997156566554109
3999,2015-05-04,2114.49,121.54,1148.74,0.10580287967686335,7.997156566554109
4000,2015-05-05,2089.46,121.54,1148.74,0.10580287967686335,7.997156566554109
4001,2015-05-06,2080.15,121.54,1148.73,0.10580380071905496,7.997156566554109
4002,2015-05-07,2088.0,121.54,1148.73,0.10580380071905496,7.997156566554109
4003,2015-05-08,2116.1,121.54,1148.73,0.10580380071905496,7.987561083962702
4004,2015-05-11,2105.33,121.54,1148.73,0.10580380071905496,7.987561083962702
4005,2015-05-12,2099.12,121.53,1148.6,0.1058070694758837,7.9786761439360365
4006,2015-05-13,2098.48,121.6,1145.11,0.10619067163853255,5.923344947735187
4007,2015-05-14,2121.1,121.6,1145.18,0.10618418065282313,5.904894617662437
4008,2015-05-15,2122.73,121.63,1145.17,0.10621130487176575,5.940249107220619
4009,2015-05-18,2129.2,121.62,1145.28,0.10619237217099749,5.949995644219874
4010,2015-05-19,2127.83,121.54,1145.18,0.1061317871426326,5.852638913081365
4011,2015-05-20,2125.85,121.57,1144.68,0.10620435405528181,5.869546285813798
4012,2015-05-21,2130.82,121.54,1144.24,0.10621897504020136,5.7697328343921495
4013,2015-05-22,2126.06,121.56,1144.22,0.10623831081435388,5.787137759986072
4014,2015-05-25,,121.56,1144.22,0.10623831081435388,5.787137759986072
4015,2015-05-26,2104.2,121.56,1144.26,0.10623459703214305,5.787137759986072
4016,2015-05-27,2123.48,121.56,1144.27,0.10623366862715967,5.787137759986072
4017,2015-05-28,2120.79,121.57,1144.24,0.10624519331608753,5.795840222783055
4018,2015-05-29,2107.39,121.57,1144.24,0.10624519331608753,5.795840222783055
4019,2015-06-01,2111.73,121.57,1144.38,0.10623219559936384,5.795840222783055
4020,2015-06-02,2109.6,121.58,1144.38,0.10624093395550428,5.804542685580016
4021,2015-06-03,2114.07,121.58,1144.39,0.10624000559249905,5.786130688245006
4022,2015-06-04,2095.84,121.58,1144.4,0.10623907724571827,5.786130688245006
4023,2015-06-05,2092.83,121.58,1144.4,0.10623907724571827,5.786130688245006
4024,2015-06-08,2079.28,121.58,1144.39,0.10624000559249905,5.786130688245006
4025,2015-06-09,2080.15,121.58,1144.39,0.10624000559249905,5.786130688245006
4026,2015-06-10,2105.2,121.58,1144.38,0.10624093395550428,5.786130688245006
4027,2015-06-11,2108.86,121.58,1144.22,0.10625578997046022,5.786130688245006
4028,2015-06-12,2094.11,121.58,1144.21,0.10625671860934618,5.786130688245006
4029,2015-06-15,2084.43,121.58,1144.22,0.10625578997046022,5.786130688245006
4030,2015-06-16,2096.29,121.58,1144.22,0.10625578997046022,5.786130688245006
4031,2015-06-17,2100.44,121.57,1144.13,0.10625540803929621,5.777429739841633
4032,2015-06-18,2121.24,121.57,1144.08,0.10626005174463324,5.777429739841633
4033,2015-06-19,2109.99,121.57,1144.08,0.10626005174463324,5.7866341802993215
4034,2015-06-22,2122.85,121.57,1144.09,0.10625912297109494,5.7866341802993215
4035,2015-06-23,2124.2,121.57,1144.09,0.10625912297109494,5.7866341802993215
4036,2015-06-24,2108.58,121.57,1144.09,0.10625912297109494,5.777429739841633
4037,2015-06-25,2102.31,121.57,1144.08,0.10626005174463324,5.777429739841633
4038,2015-06-26,2101.49,121.57,1144.08,0.10626005174463324,5.777429739841633
4039,2015-06-29,2057.64,121.57,1144.08,0.10626005174463324,5.777429739841633
4040,2015-06-30,2063.11,121.58,1144.07,0.10626972125831462,5.730933124619542
4041,2015-07-01,2077.42,121.61,1144.42,0.1062634347529753,5.757022349769558
4042,2015-07-02,2076.78,121.61,1144.41,0.10626436329637105,5.757022349769558
4043,2015-07-03,,121.61,1144.41,0.10626436329637105,5.757022349769558
4044,2015-07-06,2068.76,121.61,1144.39,0.10626622043184578,5.757022349769558
4045,2015-07-07,2081.34,121.61,1144.39,0.10626622043184578,5.757022349769558
4046,2015-07-08,2046.68,121.61,1144.33,0.10627179222776648,5.757022349769558
4047,2015-07-09,2051.31,121.61,1144.36,0.10626900625677235,5.757022349769558
4048,2015-07-10,2076.62,121.61,1144.35,0.1062699348975401,5.757022349769558
4049,2015-07-13,2099.6,121.61,1144.34,0.10627086355453799,5.74782608695652
4050,2015-07-14,2108.95,121.61,1144.33,0.10627179222776648,5.757022349769558
4051,2015-07-15,2107.4,121.61,1144.33,0.10627179222776648,5.757022349769558
4052,2015-07-16,2124.29,121.61,1144.13,0.10629036910141329,5.757022349769558
4053,2015-07-17,2126.64,121.61,1144.14,0.10628944010348383,5.757022349769558
4054,2015-07-20,2128.28,121.61,1144.15,0.10628851112179347,5.757022349769558
4055,2015-07-21,2119.21,121.62,1144.11,0.10630096756430764,5.765718758152882
4056,2015-07-22,2114.15,121.61,1144.09,0.10629408525553061,5.757022349769558
4057,2015-07-23,2102.15,121.62,1144.03,0.1063084010034702,5.774917376935118
4058,2015-07-24,2079.65,121.62,1144.08,0.1063037549821691,5.774917376935118
4059,2015-07-27,2067.64,121.62,1144.09,0.10630282582663952,5.774917376935118
4060,2015-07-28,2093.25,121.62,1144.08,0.1063037549821691,5.774917376935118
4061,2015-07-29,2108.57,121.62,1144.06,0.1063056133419576,5.774917376935118
4062,2015-07-30,2108.63,121.62,1144.04,0.10630747176672145,5.774917376935118
4063,2015-07-31,2103.84,121.62,1144.01,0.10631025952570346,5.774917376935118
4064,2015-08-03,2098.04,121.62,1144.06,0.1063056133419576,5.774917376935118
4065,2015-08-04,2093.32,121.63,1144.05,0.10631528342292731,5.78361454165941
4066,2015-08-05,2099.84,121.63,1144.07,0.10631342487784838,5.78361454165941
4067,2015-08-06,2083.56,121.63,1144.04,0.10631621271983498,5.78361454165941
4068,2015-08-07,2077.57,121.63,1144.03,0.10631714203298864,5.78361454165941
4069,2015-08-10,2104.18,121.63,1144.16,0.10630506222905886,5.774415166536229
